Gene,Screen 1 P value,Screen 2 P value,Fisher P value,Screen 1 log2 Fold Enrichment,Screen 2 log2 Fold Enrichment,Combined log2 Fold Enrichment,Fold Enrichment,Screen 1 'Good' sgRNAs,Screen 2 'Good' sgRNAs
KCTD13,0.51414,0.14388,0.2666065794252552,0.20594,0.57969,0.392815,1.3129527517717703,2,2
C9orf173,0.45554,0.19645,0.3054876153296253,0.17749,0.60697,0.39223,1.312420469040631,2,2
TRIM48,0.16127,0.17026,0.12617158259680866,0.52036,0.26354,0.39195,1.3121657776034505,3,2
GID8,0.10072,0.0024488,0.002295647774748028,0.45053,0.33249,0.39151,1.3117656480592224,3,2
REXO2,0.47468,0.11563,0.21419607227339957,0.17375,0.60895,0.39135,1.3116201766603375,2,2
ATXN1L,0.31092,0.12938,0.16948452737695865,0.086521,0.69592,0.39122049999999997,1.3115024475595987,2,2
SOX18,0.18517,0.074898,0.07320136949145922,0.28669,0.49549,0.39109,1.3113838200437384,3,2
STYK1,0.35141,0.19044,0.24789572116252243,0.24991,0.52968,0.389795,1.31020721651071,2,2
SPCS2,0.35688,0.11809,0.17559971430911755,0.1532,0.62628,0.38974,1.310157268308712,2,2
KIF9,0.15663,0.01799,0.019363200343892172,0.39272,0.38456,0.38864,1.309158704042411,3,2
TCEAL8,0.35011,0.15,0.20726308269490867,0.23482,0.53978,0.38730000000000003,1.3079432994235787,2,2
LOC100129083,0.26845,0.16657,0.18366668613777934,0.36302,0.41121,0.387115,1.307775589692794,2,2
CBL,0.5292,0.15628,0.2888411152155095,0.23788,0.5357,0.38678999999999997,1.3074810165607917,2,2
TM2D1,0.26571,0.11491,0.13706010452206077,0.28387,0.48924,0.386555,1.307268058862196,2,2
MYO9A,0.40161,0.093406,0.1606700098491431,0.22298,0.54942,0.3862,1.3069464225808176,2,2
OSGEP,0.37344,0.03416,0.06839762659649298,0.10780000000000001,0.66383,0.385815,1.3065976952161071,2,2
TADA1,0.48425,0.10082,0.19624391060152463,0.17922,0.59227,0.385745,1.3065343002384917,2,2
FBXO15,0.37626,0.18727,0.25737581705883683,0.18799,0.58323,0.38561,1.3064120471820084,2,2
EXOC6,0.016818,0.20624,0.023114449681411176,0.46292,0.30776,0.38534,1.3061675753858069,4,2
LSS,0.37138,0.13892,0.20453106450296374,0.25864,0.51197,0.385305,1.3061358879471516,2,2
C19orf18,0.50893,0.065345,0.14644356868034966,0.1785,0.59172,0.38511,1.305959357718069,2,2
MRPL47,0.14739,0.13923,0.10027232256653011,0.4208,0.34887,0.38483500000000004,1.3057104453792443,3,2
TRIM43B,0.44105,0.18677,0.2880217585200295,0.21663,0.55255,0.38459,1.3054887270751043,2,2
BPIFB1,0.11115,0.12801,0.07473451251328629,0.29967,0.46881,0.38424,1.3051720519489411,2,2
ZNF517,0.41468,0.01091,0.02894703210915247,0.099535,0.66578,0.38265750000000004,1.3037411865654147,2,2
RBP4,0.42033,0.10231,0.1783143394343818,0.25054,0.51429,0.382415,1.3035220614841452,2,2
DLG4,0.30681,0.13672,0.17497575018394884,0.25324,0.5114,0.38232,1.3034362287092138,2,2
PDGFRB,0.19251,0.19366,0.1599099300612585,0.31884,0.44499,0.381915,1.3030703734393825,3,2
C11orf44,0.082151,0.07267,0.036541975201131796,0.45841,0.30096,0.379685,1.301057749706095,3,2
DHFRL1,0.10963,0.14148,0.08013073719490679,0.37916,0.37909,0.379125,1.3005528259825077,3,2
C1orf112,0.2831,0.11876,0.14768360350133244,0.14702,0.60967,0.37834500000000004,1.2998498658998936,2,2
PRDM7,0.074752,0.20527,0.07943779287914281,0.35526,0.40131,0.378285,1.2997958077878262,2,2
NSFL1C,0.075495,0.033867,0.01781827146383169,-0.0060385,0.76154,0.37775075,1.2993145644684987,2,3
SHARPIN,0.17416,0.17041,0.13406802109448787,0.42708,0.32836,0.37772,1.2992868708146539,3,2
IL31RA,0.13873,0.044836,0.037818008275463055,0.010764,0.74369,0.377227,1.298842952330829,2,2
KCND3,0.17619,0.12376,0.10522360614077163,0.31551,0.43808,0.376795,1.2984540855640536,2,2
F2RL2,0.14438,0.10359,0.07781208704150355,0.37017,0.38339,0.37678,1.2984405853374086,3,2
QPRT,0.47201,0.086963,0.17211290657543954,0.082802,0.66999,0.376396,1.2980950273223342,2,2
AVPR1A,0.46127,0.1257,0.22309182916214287,0.21277,0.53934,0.37605500000000003,1.2977882417004503,2,2
DNASE2B,0.17706,0.19064,0.14813714084664253,0.28064,0.47083,0.37573500000000004,1.2975004149792118,3,2
DAZL,0.33073,0.13795,0.18648057914452335,0.23648,0.51473,0.375605,1.2973835036086074,2,2
ITSN1,0.11773,0.15907,0.09322029108311503,0.15845,0.59252,0.375485,1.2972755947703565,2,2
VEZT,0.49999,0.052487,0.12177677176693204,-0.09892,0.84972,0.3754,1.2971991647736325,2,2
LRRC2,0.25188,0.07401,0.0928793099152658,0.28169,0.46851,0.3751,1.2969294478345286,2,2
PROZ,0.12987,0.090988,0.06426167574139696,0.15754,0.59213,0.37483500000000003,1.2966912445198773,2,2
LCE3A,0.31108,0.088037,0.1259152301265532,0.12871,0.61989,0.3743,1.2962104768019278,2,2
SLC6A14,0.19417,0.17195,0.14689087401353826,0.22847,0.51962,0.37404499999999996,1.2959813885659481,2,2
WDR6,0.16436,0.17221,0.12920229741752845,0.42047,0.32647,0.37346999999999997,1.2954649656242652,3,2
STUB1,0.43305,0.18761,0.28519195713138973,0.18312,0.56291,0.373015,1.295056463755474,2,2
SLC25A17,0.17181,0.19584,0.14777286759001204,0.14476,0.60126,0.37301,1.295051975439569,2,2
SYT14,0.33266,0.18246,0.23076195979983422,0.16602,0.578,0.37200999999999995,1.2941546248480587,2,2
PLA2G15,0.1382,0.076874,0.05890619203744735,0.41222,0.33144,0.37183,1.2939931677871879,3,2
GPR179,0.45349,0.15055,0.25153396324956007,0.12968,0.61398,0.37183,1.2939931677871879,2,2
ARL6IP1,0.21434,0.19911,0.1772850673083049,0.35625,0.38708,0.371665,1.2938451831766702,3,2
UBE2I,0.059878,0.071855,0.027745108787874395,0.14069,0.6019,0.371295,1.2935134004216347,2,2
MAF1,0.029512,0.19062,0.03476849702937177,0.58747,0.15497,0.37122,1.2934461575320066,3,2
PEX26,0.33051,0.19199,0.23842629616510225,0.23318,0.50789,0.37053499999999995,1.2928321675448007,2,2
USP17L4,0.040599,0.16922,0.041087472095480554,0.7021,0.038747,0.37042349999999996,1.2927322536944532,3,2
ATPAF1,0.1193,0.19967,0.1128431699962023,0.32939,0.41111,0.37024999999999997,1.2925767977224123,2,2
RRN3,0.5247,0.17865,0.31563861587099223,0.30915,0.43057,0.36985999999999997,1.2922274260213422,2,2
LRRC42,0.55987,0.14915,0.2908343193579991,0.12624,0.61335,0.369795,1.2921692065860735,2,2
SLX1A,0.20501,0.19755,0.1703604786748581,0.30924,0.42864,0.36894000000000005,1.2914036412179213,3,2
HAUS8,0.16668,0.13131,0.1055351505022026,0.40694,0.33076,0.36885,1.2913230817793682,3,2
AIM1L,0.16568,0.18154,0.1354685605262843,0.30721,0.43027,0.36873999999999996,1.2912246270679482,2,2
STK11,0.32683,0.14738,0.19426507531716522,0.24842,0.48881,0.368615,1.2911127558257554,2,2
KRTAP2-3,0.34428,0.17585,0.23032605571856238,0.19006,0.54684,0.36845,1.290965100627056,2,2
MAP3K1,0.10684,0.1583,0.0859115745801034,0.13926,0.59653,0.36789499999999997,1.29046856614583,2,2
SLC2A4RG,0.24318,0.084151,0.10004967597608284,0.36785,0.36607,0.36696,1.2896324939551091,2,2
AP1B1,0.44757,0.11884,0.20924104429082524,0.20628,0.52753,0.36690500000000004,1.2895833301102613,2,2
PPIA,0.36602,0.21101,0.27502344126887696,0.29283,0.43912,0.365975,1.2887522979159756,2,2
TMEM74B,0.54328,0.1764,0.3205793195409369,0.16666,0.56513,0.365895,1.2886808362955915,2,2
CNOT3,0.32427,0.0032879,0.008362680709625111,0.13643,0.59533,0.36588,1.2886674376829208,2,2
GTF3C2,0.043486,0.038784,0.012455360630422102,0.23507,0.49428,0.36467499999999997,1.2875915374418567,2,2
MEIG1,0.46249,0.10392,0.19394271222540418,0.17366,0.55467,0.364165,1.287136447758465,2,2
PDC,0.21404,0.063858,0.07234130946906746,0.067222,0.66063,0.363926,1.2869232355946056,2,2
MON1B,0.54942,0.14124,0.2759603838390704,0.14744,0.57994,0.36369,1.2867127343901419,2,2
ATXN7,0.47573,0.027116,0.06902135258419169,-0.054094,0.77928,0.362593,1.2857347124820913,2,3
OCIAD2,0.37933,0.12973,0.19741515935435655,0.061686,0.66346,0.36257300000000003,1.2857168885378196,2,2
GSDMA,0.19569,0.099551,0.09620385954709293,0.064059,0.65923,0.3616445,1.2848896838783261,2,2
CCND1,0.51454,0.11052,0.2199068553264527,0.16295,0.56021,0.36158,1.2848322403232484,2,2
TGIF2,0.39648,0.027724,0.06057243024013802,-0.014593,0.73703,0.3612185,1.2845103367641342,2,3
C7orf60,0.54313,0.13764,0.26863868652599643,0.10378,0.61741,0.360595,1.283955320538593,2,2
C6orf136,0.47184,0.042717,0.09884852531402227,0.023069,0.69777,0.3604195,1.2837991403014155,2,2
OPN5,0.24818,0.08262,0.1002082770894486,0.30665,0.41317,0.35990999999999995,1.2833458357863752,3,2
ZNHIT3,0.48951,0.037288,0.09132692665660214,-0.083454,0.8027,0.35962299999999997,1.2830905610323273,2,2
ZFPM1,0.51713,0.031594,0.0835576502839443,0.21544,0.50321,0.359325,1.2828255559624844,2,2
CSNK1G1,0.44838,0.13671,0.23244259344758442,0.12889,0.58972,0.359305,1.2828077723474058,2,2
G6PD,0.50158,0.057758,0.1315680071442983,0.2026,0.51561,0.359105,1.2826299497552929,2,2
SPANXB1,0.47325,0.043937,0.10132789438340813,0.0055861,0.71201,0.35879805000000004,1.2823570844771597,2,2
CMIP,0.2086,0.011851,0.017311454892428784,0.24971,0.46772,0.358715,1.2822832665963666,2,2
CYP20A1,0.5301,0.083343,0.1819991502697177,0.20714,0.51014,0.35864,1.2822166075017338,2,2
FERD3L,0.18071,0.050911,0.052335271067708904,0.14804,0.56895,0.358495,1.2820877430778663,2,2
MGAT5,0.17701,0.059457,0.05845351815545818,0.15568,0.56124,0.35846,1.2820566398125008,2,2
VSIG10,0.48594,0.11517,0.21731575224579275,0.091021,0.62495,0.3579855,1.2816350428505718,2,2
DPP7,0.3549,0.19878,0.2576007444960916,0.19527,0.51993,0.35760000000000003,1.2812926251593284,2,2
GPR156,0.44478,0.20107,0.3053453893555976,0.11673,0.59727,0.357,1.2807598613297704,2,2
GPATCH2L,0.49786,0.059884,0.13454340625589636,0.076681,0.63388,0.3552805,1.2792342757857302,2,2
P2RX2,0.38215,0.084549,0.14321152345765034,0.059827,0.65035,0.3550885,1.2790640411685004,2,2
TRIM64B,0.11999,0.098026,0.0640197904973921,0.45625,0.2511,0.35367499999999996,1.2778114745657376,2,2
ADH6,0.16648,0.14836,0.11610971363381052,0.38727,0.31955,0.35341,1.277576782594444,3,2
FASN,0.34875,0.11434,0.16835594164200668,0.12811,0.57829,0.35319999999999996,1.2773908308920128,2,2
LMLN,0.18265,0.12733,0.11072938493159772,0.28438,0.42064,0.35251,1.2767800372677587,2,2
POLR1A,0.13412,0.021177,0.019495141643022094,-0.10963,0.81445,0.35241,1.276691540686549,2,2
HOXB9,0.37972,0.15658,0.22727324778900812,0.14503,0.55958,0.352305,1.2765986258778845,2,2
POC1A,0.049249,0.071038,0.023284275660252728,0.54538,0.15849,0.351935,1.2762712656846595,3,2
SP5,0.34222,0.028126,0.05431894105890735,-0.013963,0.71679,0.35141350000000005,1.2758100072996064,2,2
RBM14-RBM4,0.54496,0.036127,0.09701655887937266,-0.028946,0.73169,0.35137199999999996,1.2757733083768983,2,3
RRP1B,0.12415,0.14524,0.09043960813317942,0.31228,0.39015,0.351215,1.2756344810394535,2,2
GRAMD1A,0.12264,0.15544,0.09455323422755293,0.45181,0.25016,0.350985,1.2754311306872221,3,2
ZFP36L2,0.20602,0.14883,0.13751067608402662,0.38466,0.31558,0.35012,1.2746666467010566,3,2
LRP2,0.25957,0.032772,0.04905695533229486,-0.069141,0.76869,0.3497745,1.2743614230852052,2,3
RRP15,0.032649,0.077737,0.017706260716415848,0.43868,0.26085,0.349765,1.2743530315725733,4,2
PRG3,0.41571,0.17202,0.2601486600553685,0.17319,0.52463,0.34891000000000005,1.2735980216692269,2,2
GRM6,0.23853,0.20756,0.1983141523965043,0.1953,0.50191,0.348605,1.273328798910651,2,2
KRTAP10-7,0.056722,0.15375,0.05007620392191493,0.51274,0.18368,0.34821,1.2729802179469443,2,2
CDC23,0.4255,0.049814,0.10288362035477498,0.045712,0.64916,0.34743599999999997,1.2722974524234696,2,2
GJC3,0.37288,0.17206,0.2403612136154228,0.30326,0.39147,0.347365,1.2722348398173429,2,2
ORC6,0.25815,0.024909,0.038882103993525007,-0.15429,0.84858,0.347145,1.2720408484905277,2,3
COPS3,0.17672,0.17048,0.13564259146001453,0.3949,0.29744,0.34617,1.2711814701756228,3,2
ZNF354C,0.11979,0.1836,0.10594265881749824,0.39652,0.2957,0.34611000000000003,1.2711286043238228,3,2
RXRA,0.23209,0.10455,0.11449978331331305,0.25808,0.43408,0.34608,1.2711021722223974,2,2
NMT2,0.35323,0.046699,0.08420399522742388,0.11142,0.5797,0.34556,1.270644103118599,2,2
TREH,0.034221,0.19549,0.040187091470694665,0.39478,0.29267,0.343725,1.2690289664049452,2,2
TRIM26,0.12636,0.17502,0.10640831350891906,0.38248,0.30349,0.342985,1.2683782116655904,3,2
STRAP,0.099258,0.0946,0.05322265088546807,0.3616,0.32383,0.342715,1.2681408572257429,2,2
CYP3A7,0.10502,0.14239,0.07780146932630508,0.3181,0.36604,0.34207,1.2675740236176183,2,2
DPF2,0.31255,0.16526,0.20470860657184792,0.12198,0.56214,0.34206,1.2675652374944624,2,2
SOX14,0.42404,0.11757,0.19935017128223734,0.16259,0.51921,0.3409,1.2665464603697618,2,2
CUTC,0.36379,0.11384,0.17328135420032534,0.18581,0.49577,0.34079,1.2664498947093046,2,2
DECR2,0.29354,0.15756,0.1884088381124367,0.32011,0.36114,0.340625,1.2663050600230987,2,2
KRTCAP3,0.21224,0.13807,0.13274795395599462,0.29056,0.39007,0.340315,1.266032991162183,3,2
OR4D5,0.17208,0.15768,0.1250039271191512,0.20927,0.47053,0.3399,1.265668861449454,2,2
RABL2B,0.16011,0.20222,0.1434415729864675,0.45255,0.2268,0.339675,1.2654714855104057,3,2
TDGF1,0.33521,0.049247,0.08425570554479908,0.2519,0.42673,0.33931500000000003,1.2651557480282885,2,2
ERCC5,0.42636,0.058604,0.11717181920517143,0.084113,0.59448,0.3392965,1.2651395247582211,2,2
POLA1,0.31237,0.1892,0.22626693207755041,0.023775,0.65353000000000006,0.3386525,1.2645749092219305,2,2
GMEB1,0.27097,0.1039,0.12866485891415572,0.032932,0.64289,0.33791099999999996,1.2639251243815774,2,2
PHF13,0.057918,0.15152,0.05033555319475374,0.086251,0.58872,0.3374855,1.2635524046971165,2,2
COX20,0.23873,0.048758,0.06347649137314262,0.0049582,0.66967,0.3373141,1.2634022967314549,2,2
BTNL2,0.021027,0.16725,0.02338724318223076,0.59019,0.084228,0.337209,1.263310261518805,4,2
COX7C,0.22903,0.14192,0.14387523567119614,0.27897,0.39424,0.336605,1.2627814736105882,3,2
MRPS6,0.292,0.045528,0.07073072263759463,0.35517,0.31751,0.33634,1.2625495421564938,2,2
ANAPC1,0.17284,0.13703,0.11233315221551068,0.43837,0.23285,0.33560999999999996,1.2619108569181812,3,2
MIB2,0.16596,0.063421,0.0584574600608408,0.32246,0.34766,0.33506,1.2614298691337966,2,2
STMN3,0.57575,0.067183,0.16448608458981662,0.062481,0.60667,0.3345755,1.2610063145069175,2,2
NPIPB3,0.46728,0.089991,0.17530522367410928,0.096121,0.57258,0.3343505,1.260809665673204,2,2
NAPEPLD,0.35187,0.17324,0.23149216756167526,0.21031,0.45776,0.33403499999999997,1.260533971956945,2,2
C16orf74,0.53598,0.15526,0.290117875973465,0.19396,0.47274,0.33335,1.2599356051576718,2,2
TUT1,0.49706,0.13089,0.24283339611759694,0.13411,0.53079,0.33245,1.2591498615381806,2,2
NDUFB8,0.45301,0.20176,0.31007371526613103,0.095073,0.56871,0.3318915,1.2586625103820799,2,2
PBX4,0.45582,0.17632,0.2829924166851437,0.1112,0.55134,0.33127,1.2581204067099765,2,2
RAB30,0.11161,0.15524,0.08759377187354912,0.44248,0.21929,0.330885,1.2577847073987116,3,2
PRKCI,0.24569,0.20955,0.20421147963162195,0.0235,0.63781,0.330655,1.2575842024993205,2,2
MRPL2,0.0188,0.14841,0.019200616398972806,0.44734,0.21386,0.3306,1.2575362604112412,4,2
GRIN2A,0.25967,0.11645,0.13603235559559834,0.22483,0.43611,0.33047,1.2574229500137326,2,2
C1orf100,0.091878,0.14536,0.07099503575833149,0.32904,0.33127,0.330155,1.2571484325447215,2,2
TUBB3,0.19091,0.0098715,0.013708454823330505,0.33452,0.32555,0.33003499999999997,1.2570438702264186,3,2
WNK4,0.14534,0.1685,0.11533464109847633,0.43424,0.22566,0.32995,1.2569698105129157,3,2
IFNG,0.52741,0.034049,0.09014325231482197,0.056424,0.60297,0.329697,1.2567493997744892,2,2
NEMF,0.48485,0.059631,0.1313619500918164,0.056813,0.60004,0.3284265,1.2556431387756404,2,2
STC2,0.39574,0.17182,0.2507902077235889,0.20936,0.44742,0.32838999999999996,1.2556113715666928,2,2
ANKRD10,0.48937,0.20792,0.3342723759805889,0.061417,0.59536,0.32838849999999997,1.2556100660821485,2,2
CABIN1,0.098995,0.15798,0.08066672302176177,0.29875,0.358,0.328375,1.2555983167823284,2,2
NEUROD2,0.33528,0.087582,0.1329615154965216,0.25447,0.40211,0.32828999999999997,1.2555243422347264,2,2
APOLD1,0.53256,0.15742,0.2916554507646193,0.19421,0.45889,0.32655,1.2540109971280262,2,2
C10orf71,0.19956,0.088721,0.08912600112261994,0.23251,0.42052,0.326515,1.2539805750005035,2,2
SPINK2,0.41139,0.094375,0.16495520123114635,0.17902,0.47357,0.326295,1.2537893670977396,2,2
MYH9,0.40743,0.17346,0.2579341504305198,0.083363,0.56887,0.3261165,1.2536342493832242,2,2
AREL1,0.26529,0.12514,0.14624733900499703,0.016889,0.63481,0.3258495,1.2534022603878971,2,2
MCTS1,0.40977,0.20764,0.2947424530889911,0.22014,0.43126,0.3257,1.253272382677022,2,2
FOXN4,0.23243,0.18599,0.17902388416286438,0.28998,0.36129,0.325635,1.2532159183048164,3,2
MLST8,0.12918,0.19977,0.12018342334448273,0.43368,0.217,0.32534,1.2529596888936818,3,2
AP3D1,0.31705,0.1527,0.19500855006393797,0.12033,0.52884,0.324585,1.252304153903772,2,2
PNMA2,0.19056,0.16665,0.1413066772069595,0.14526,0.50212,0.32369000000000003,1.2515275070029617,2,2
MAK,0.048781,0.057551,0.019302241415754737,0.017275,0.62944,0.3233575,1.2512390988954987,2,2
INHBB,0.25713,0.065679,0.08581066287204049,0.069869,0.57573,0.32279949999999996,1.2507552430611613,2,2
TSPY4,0.042727,0.14947,0.03866063606908397,0.3674,0.27665,0.322025,1.2500839647019104,3,2
STT3B,0.51159,0.065756,0.1477485869359481,0.21181,0.43171,0.32176,1.2498543653628857,2,2
CACNB3,0.08335,0.13879,0.0631562952313986,0.28463,0.35812,0.32137499999999997,1.2495208716468662,3,2
EML5,0.50779,0.18772,0.3193766468992175,0.065237,0.57715,0.3211935,1.2493636840453963,2,2
ELMO1,0.37573,0.17679,0.24654929439590725,0.17611,0.46623,0.32116999999999996,1.2493433333776376,2,2
C10orf99,0.42433,0.16781,0.2593470999616809,0.1339,0.50733,0.320615,1.2488628075728654,2,2
EFCAB5,0.22938,0.19535,0.18395765021862379,0.36554,0.2753,0.32042,1.2486940180621047,3,2
TGFBR3,0.55512,0.1167,0.24207405969473195,-0.076202,0.71699,0.320394,1.2486715145176948,2,2
RPL9,0.46626,0.0019132,0.0071560051221815765,0.23831,0.40196,0.320135,1.2484473667351845,4,4
MIS12,0.4515,0.11597,0.20680304408619818,0.094051,0.54584,0.3199455,1.248283392206705,2,2
PPM1M,0.43124,0.089242,0.16384846473627876,0.12977,0.51009,0.31993000000000005,1.248269980994984,2,2
C10orf62,0.40018,0.19539,0.2774690732609472,0.16209,0.47641,0.31925000000000003,1.2476817599557757,2,2
HIST1H4J,0.38206,0.1158,0.18219383569049297,0.32278,0.31447,0.31862500000000005,1.247141360085586,2,2
CEBPG,0.52382,0.11304,0.22658421018090738,0.095829,0.54045,0.3181395,1.2467217389983627,2,2
LIPJ,0.087495,0.085721,0.04419716938637548,-0.0038578,0.6375,0.31682109999999997,1.2455829486863272,2,2
LSR,0.31201,0.090227,0.12865751616166354,0.29581,0.33693,0.31637000000000004,1.2451935423204308,2,2
RPL8,0.17628,0.044805,0.046134460056925536,0.037584,0.59488,0.31623199999999996,1.245074439886603,2,2
RHAG,0.3287,0.10914,0.15525449194302876,0.091187,0.53725,0.3142185,1.243337961485117,2,2
NBPF15,0.39015,0.048253,0.09361222780978759,0.1612,0.46613,0.31366499999999997,1.2428610377104545,2,2
EPHB4,0.43062,0.20337,0.300843330332353,0.16699,0.46009,0.31354,1.2427533566724327,2,2
STK31,0.082698,0.14872,0.06639224594106655,0.53636,0.090619,0.3134895,1.2427098561790233,3,2
OXA1L,0.070782,0.17078,0.06546373450264967,0.27531,0.35166,0.313485,1.2427059799713198,2,2
TRNAU1AP,0.37627,0.051108,0.09521479472407404,-0.062327,0.68589,0.3117815,1.24123948826878,2,2
DYNC1LI2,0.23171,0.10471,0.11448990847917843,0.20941,0.41128,0.310345,1.240004193853166,2,2
SLC30A7,0.54178,0.035704,0.09566216317323278,-0.18058,0.80116,0.31029,1.2399569219566506,2,2
CDX1,0.34024,0.10742,0.15749196182583516,0.25093,0.36948,0.31020499999999995,1.2398838689339429,2,2
PTPN20,0.19327,0.086308,0.08496338714887988,0.22508,0.3951,0.31009,1.2397850393420269,2,2
COL11A2,0.27583,0.065493,0.09057365194141026,-0.12864,0.74868,0.31002,1.23972488605605,2,2
ZBTB33,0.30973,0.18942,0.22504528045057665,0.27714,0.34076,0.30895,1.2388057633038105,2,2
DMAP1,0.26523,0.1662,0.1816905281985447,0.12271,0.49418,0.308445,1.238372208454203,2,2
RPTOR,0.37828,0.098793,0.1602056228527544,0.28134,0.33429,0.30781499999999995,1.237831550761724,2,2
NGFRAP1,0.49452,0.21123,0.34042428863688906,0.05423,0.55827,0.30625,1.23648950966153,2,2
CD3EAP,0.46184,0.14359,0.24625172979215243,0.097041,0.51543,0.30623550000000005,1.2364770822203295,2,2
MAD1L1,0.15897,0.10835,0.08718006350712815,0.078327,0.5331,0.3057135,1.2360297775127784,2,2
PRR5,0.26963,0.20289,0.21366746845156226,0.17051,0.44026,0.305385,1.2357483669949803,2,2
NIP7,0.32803,0.068047,0.10719225561944976,0.18275,0.42801,0.30538,1.2357440842249194,2,2
KIAA0391,0.24079,0.077934,0.09337306483150658,-0.0074092,0.61682,0.3047054,1.2351663889644524,2,2
DYM,0.3399,0.075116,0.11917858685606662,0.17423,0.43333,0.30378,1.23437435985718,2,2
COA7,0.42219,0.16116,0.2509087305066131,0.22397,0.38256,0.303265,1.233933802894589,2,2
LRRC16B,0.3446,0.13556000000000001,0.18983213956638004,0.18646,0.41751,0.301985,1.2328395073087417,2,2
DCTN5,0.22028,0.10716,0.11203710143392552,0.29489,0.30876,0.301825,1.2327027886136042,2,2
TMEM102,0.18115,0.153,0.12709834064083864,0.36486,0.23697,0.300915,1.2319254893247742,3,2
SELT,0.25944,0.05185,0.07141150181898293,0.34187,0.25987,0.30086999999999997,1.2318870641684674,2,2
SGF29,0.031641,0.17306,0.0339905289635667,0.53155,0.069901,0.3007255,1.2317636848253484,4,2
IFNA21,0.26957,0.071536,0.0954263196618947,0.077424,0.5239,0.30066200000000004,1.2317094701296294,2,2
ITPK1,0.16742,0.12181,0.0997757235464395,0.22541,0.37554,0.300475,1.2315498281141406,2,2
RASSF8,0.17405,0.15927,0.1271162456197728,0.30464,0.29538,0.30001,1.2311529470172815,2,2
PLEK2,0.31831,0.1145,0.15715400568226107,0.24709,0.35206,0.299575,1.2307817869415878,2,2
NBPF20,0.48342,0.0051351,0.01737320973105861,-0.11624,0.71449,0.299125,1.2303979459913348,2,2
HIST1H3I,0.19462,0.16742,0.14414699860820954,0.34923,0.24902,0.299125,1.2303979459913348,3,2
INCA1,0.48613,0.19574,0.31898337433639146,0.23586,0.36039,0.298125,1.2295453946300245,2,2
CTSC,0.47407,0.1201,0.22010419853039478,0.033473,0.5627,0.2980865,1.229512583214771,2,2
TDP1,0.53246,0.19575,0.3399080557634868,0.13,0.46527,0.297635,1.2291278601375955,2,2
FBXO6,0.20884,0.20059,0.17479860087951402,0.21596,0.37871,0.297335,1.2288722967567314,2,2
ARL2,0.11499,0.11147,0.06866452442284071,0.2666,0.32758,0.29708999999999997,1.228663626080468,2,2
NANOGNB,0.2922,0.20069,0.22496746247603586,0.12205,0.47146,0.296755,1.2283783582179908,2,2
MAP4K1,0.40635,0.18638,0.27117161778502136,0.0831,0.5102,0.29664999999999997,1.2282889595367243,2,2
ATP6V1G1,0.52398,0.064499,0.14827763401688931,0.12407,0.46891,0.29649,1.2281527454855001,2,2
OPN4,0.34667,0.16003,0.21590638936137577,0.27527,0.3176,0.296435,1.2281059253942637,2,2
ATP5D,0.30443,0.21067,0.24029676562193122,0.068944,0.52374,0.296342,1.2280267609370237,2,2
ATP12A,0.012581,0.13022,0.01214649975642311,0.15536,0.4362,0.29578,1.2275484778530608,2,2
SPAG7,0.29902,0.15307,0.1869335240331703,0.28173,0.30883,0.29528,1.2271231156837532,2,2
CGA,0.20889,0.13506,0.1288750761043507,0.29253,0.29756,0.295045,1.2269232463844675,3,2
SAMD7,0.52344,0.17278,0.3077734386064719,-0.0092734,0.59728,0.2940033,1.2260376644709652,2,2
EIF5B,0.16073,0.18119,0.1321073685023712,0.38371,0.20415,0.29393,1.2259753739138548,3,2
PCGF5,0.48018,0.10832,0.20577732269729732,0.23501,0.35265,0.29383000000000004,1.2258903987215182,2,2
OR4F6,0.053586,0.008774,0.00407275892187318,0.05707,0.52983,0.29345,1.2255675467023897,2,2
EFNA4,0.10131,0.074326,0.044342956546764366,0.18079,0.4061,0.293445,1.2255632992163021,2,2
PAK2,0.073921,0.15612,0.06303318017092266,0.021685,0.56387,0.29277749999999997,1.2249963919634448,2,2
RHO,0.22966,0.13647,0.13987192122650688,0.15977,0.42521,0.29248999999999997,1.224752299231985,2,2
PIK3CG,0.31322,0.19109,0.22839148217583813,0.078384,0.50546,0.291922,1.2242701998547474,2,2
KCNK16,0.41009,0.054896,0.10791706753806908,0.073559,0.50972,0.2916395,1.224030493983376,2,2
VCX3B,0.055285,0.025207,0.010557521511882776,0.19887,0.38434,0.291605,1.2240012233849988,2,2
